query,label
"Plain pulao vs Plain khichuri, fibre kothay beshi?",food_compare
Plain pulao vs Ruti glycemic index,food_compare
Plain pulao vs Plain khichuri energy level,food_compare
khoi vs chira,food_compare
brown rice vs white rice protein,food_compare
ruti r sada bhat calorie,food_compare
Plain khichuri r Plain pulao er modhye kon ta heavy?,food_compare
"খিচুড়ি নাকি পোলাও, কোনটায় চর্বি বেশি?",food_compare
sugondhi bhat vs polao,food_compare
আতপ ভাত আর সিদ্ধ চালের ভাতের মধ্যে পার্থক্য কী?,food_compare
Atop bhat vs sugondhi bhat glycemic index,food_compare
Khoi vs Ruti,food_compare
Plain pulao vs sada bhat,food_compare
Brown rice vs aromatic rice,food_compare
muri vs khoi protein,food_compare
Plain pulao vs Plain khichuri protein comparison,food_compare
ajke ki ruti khele ojon barbe,food_advice
ajke ki suparfast weight komanor jonno shudhu chira khabo,food_advice
weight loss er jnno ki chira valo,food_advice
workout er age ki ektu muri khabo,food_advice
exercise er por ki polao khabo,food_advice
"gaye jor, ekhon ki bhat khete parbo",food_advice
হালকা খাবার হিসেবে কি চিড়া খাওয়া ভালো,food_advice
dupure ki khabar khabo ojon komanor jnno,food_advice
"ki khabo bujte parchi na, ekta suggestion din",food_advice
রাত ৮টার পর কি রুটি খাওয়া উচিত,food_advice
khichuri r sathe ki dim bhaja khawa jabe,food_advice
ki khele pet bhore kintu ojon bare na,food_advice
can I eat Plain pulao after gym,food_advice
"shiray byatha, ki bhat khabo naki ruti",food_advice
what should I eat for dinner tonight,food_advice
ki khabar kheye pet thanda rakha jay,food_advice
shokal e ki shudhu khoi ar dudh khabo,food_advice
"bhija chira khete icche korche, shokalbelay ki thik hobe",food_advice
khichuri khele ki ojon bare,food_advice
সকালে খালি পেটে কি মুড়ি খাওয়া যাবে,food_advice
can I eat plain khichuri for lunch today,food_advice
সকালে ঘুম থেকে উঠে কি খাওয়া উচিত,food_advice
sokaler nasta e ki chira khete pari,food_advice
"kheye ki weight barche, ki khabo bujte parchi na",food_advice
kanti lagle ki ektu khoi khabo,food_advice
rate ki lal chal er bhat khete pari,food_advice
sada bhat naki lal chal er bhat - konta better,food_advice
can I eat khoi when losing weight,food_advice
ajke ki rate bhat khele ghum bhalo hobe,food_advice
"ajke dupure ki khabo bujhchi na, ekta suggestion den",food_advice
what should I eat for lunch to lose weight,food_advice
dure kothao jabar age ki bhat khawa valo,food_advice
"pet kharab, ajke ki khabar khabo",food_advice
jaiga moto ki sada bhat khele somossa hobe,food_advice
breakfast a ki khabo,food_advice
amake weight gain korar jnno food list den,food_advice
মর্নিং ওয়াাকের পর কি মুড়ি খাওয়া ভালো,food_advice
দুপুরে কি লাল চালের ভাত খাবো,food_advice
amar ki ajke polao khawa thik hobe,food_advice
ঘুমের সমস্যা থাকলে রাতে কি খাবো,food_advice
Is it okay to eat Plain khichuri when sick?,food_advice
pet bhora rakhar jonno ki khabo,food_advice
sokal belay ki ruti khabo,food_advice
ami ki ekhon plain khichuri khete pari,food_advice
রক্তে শর্করা বেশি থাকলে কি চিড়া খাওয়া যাবে,food_advice
pet bhora thakle ki muri khabo,food_advice
Can I eat Plain pulao today,food_advice
stomach upset a ki chira khawa jabe,food_advice
pet bhora rakhar jonno ki khawa uchit,food_advice
can I eat Plain pulao today,food_advice
afternoon a ki nasta kora jay,food_advice
raate ki polao khawa uchit,food_advice
workout er age ki chal khawa jay,food_advice
ডায়াবেটিস রোগler জন্য কোন চাল ভালো,food_advice
"shongkha hocche, ojon ki bhat khele barbe",food_advice
সকালে নাস্তায় কি খাওয়া ভালো হবে,food_advice
bhaat khele ki gaser shomossha hoy,food_advice
shokal shokal ki chira khete pari,food_advice
ajke dupure ki ruti khawa thik hobe,food_advice
sadi bhat ki weight gain e sahajjo kore,food_advice
Can I eat polao chal everyday?,food_advice
"thanda lagche, ki khabar khabo",food_advice
"amar gas er somossa, ruti khabo naki bhat",food_advice
weight loss er jnno ki sadabhat khabo,food_advice
"khete khub khide peyeche, ki khabo ekhon",food_advice
ruti khabo naki bhat bujte parchi na,food_advice
Ajke nasta te ki atta ruti khabo,food_advice
is it safe to eat khoi every day,food_advice
raate ki atta ruti ar dim khabo,food_advice
how much brown rice should I eat for dinner,food_advice
roti khele ki gas hoy,food_advice
"দুর্বল লাগছে, কি খাওয়া উচিত",food_advice
can I eat khoi in diabetes,food_advice
"kichu halca nasta khete icche korche, ki khabo",food_advice
Is ruti better than bhat for dinner?,food_advice
কোষ্ঠকাঠিন্য দূর করতে কি লাল চালের ভাত খাবো,food_advice
sokal er nasta e chira ar kola ki healthy,food_advice
is it safe to eat muri when having acidity,food_advice
dubure ki khabo bujte parchi na,food_advice
diabetic patient ki polao chal khete parbe,food_advice
ki khabo bujte parsi na ajke dupure,food_advice
pet kharap hole ki Plain khichuri khete pari,food_advice
হজমশক্তি বাড়াতে কি খই খাওয়া ভালো,food_advice
ki nasta korle shara din pet faka thakbe na,food_advice
can I eat brown rice daily,food_advice
ajke nasta ki korbo,food_advice
ki khabar khete pari ajke weight control rakhte,food_advice
sokal belay ki muri khete pari,food_advice
khela dhula korar por ki muri khawa valo,food_advice
bhaat khele ki ghum ashe,food_advice
ajke ki polao banabo naki khichuri,food_advice
ajke ki dupure shobji diye ruti khabo,food_advice
should I eat atop bhat today,food_advice
ওজন কমাতে সাহায্য করে কোন খাবার,food_advice
"kheye ki mota hoye jachhi, ki khabo ekhon",food_advice
pet thanda rakhar jnno ki khabar khabo,food_advice
rat e ki bhat r ruti ek sathe khawa jay,food_advice
stomach upset e ki sada bhat khawa thik hobe,food_advice
amar ki ajke Plain pulao khawa uchit,food_advice
ki nasta korle shara din energetic thakbo,food_advice
ওজন কমাতে দুপুরের খাবারে কি খাবো,food_advice
veja chira ki pet er jonno thanda,food_advice
can I eat ruti tonight,food_advice
what should I eat when feeling weak,food_advice
kichuri khele ki gaser problem bare,food_advice
gas er somossa thakle ki lal bhat khawa uchit,food_advice
weight komate ki sada bhat khabo,food_advice
shokal bela ki atap bhat khawa jay,food_advice
chira ki bikel er nasta hishebe khawa jay,food_advice
kichuri naki sada bhat - kon ta khabo ajke,food_advice
raate ki khichuri khawa thik hobe,food_advice
kopale ki ajke Plain khichuri rakhte pari,food_advice
"kichu khete icche korche na, halka ki khabo",food_advice
ডায়াবেটিসে কি চাল খাওয়া নিষেধ,food_advice
raat er belay ki khoi khete parbo,food_advice
shorir gorom thakle ki chira bheja khawa valo,food_advice
breakfast e ki ruti khabo naki bhat,food_advice
ajke rate ki ruti khabo,food_advice
অ্যাসিডিটি হলে কি ভাত খাওয়া ভালো,food_advice
ajke dapore ki bhat khabo naki ruti khabo,food_advice
shokal er nashtay ki chira khawa valo hobe,food_advice
kichuri kheye ki ojon barbe,food_advice
ajke ki ruti diye breakfast korbo,food_advice
ডায়াবেটিস রোগীদের জন্য কি লাল চালের ভাত ভালো,food_advice
সকালে কি ভাত খাওয়া ভালো,food_advice
রাতে কি শুধু রুটি খাবো,food_advice
সকালের নাস্তায় কি খিচুড়ি খাবো,food_advice
vajapora chara duportion e ki khabo,food_advice
Should I eat Plain pulao for dinner tonight?,food_advice
is it safe to eat plain khichuri when sick,food_advice
what should I eat after workout,food_advice
Is it safe to eat puffed rice during pregnancy?,food_advice
ব্যায়ামের পর কি একটু খই খাওয়া যায়,food_advice
"kichu halqa khete chacchi, ki nasta korbo",food_advice
সকালে কি একটু মুড়ি খাওয়া যাবে,food_advice
সকালে ভেজা চিড়া খেলে কি এসিডিটি হয়,food_advice
"kheye ki weight bere jabe, ki khabo",food_advice
can I have a small bowl of plain khichuri before bed,food_advice
What is the best food for dinner tonight?,food_advice
sugondhi bhat ki shob shomoy khawa thik,food_advice
ki nasta korle gas hobena,food_advice
হজমশক্তি বাড়াতে কি খাবো,food_advice
সকালের নাস্তায় কি সুগন্ধি ভাত খাওয়া যায়,food_advice
halka nasta hishebe khoi ki khabo,food_advice
"শরীর খুব ক্লান্ত, এখন কি খাওয়া যায়",food_advice
shokal er nashtay ki khoi khete parbo,food_advice
raate ki bhat khawa safe hobe,food_advice
sokalbelar nasta te ki ruti khawa valo,food_advice
অ্যাসিডিটি হলে কি রুটি খাবো নাকি ভাত,food_advice
ajke rannay ki rakha jay,food_advice
ওজন বাড়াতে কোন ভাত খাবো,food_advice
khichuri khele ki ojon bere jay,food_advice
weight komanor jnno ki sadabhat khabo naki ruti,food_advice
ওজন বাড়ানোর জন্য কি বেশি করে ভাত খাবো,food_advice
raate ki halka patla khabar khabo,food_advice
weight komate ki sada bhat khabo naki lal chal,food_advice
raate ki khabo bujhchi na,food_advice
kichuri ki rate khawa thik hobe,food_advice
ki khele pet thanda thakbe,food_advice
sada bhat kheye ki ওজন কমানো যায়,food_advice
dupure ki polao chal er bhat khabo,food_advice
Can I have some chal er ruti tonight?,food_advice
শর্দি কাশির সময় কি পোলাও খাওয়া যাবে,food_advice
kacha chal chabale ki hoy,food_advice
is it okay to eat sugondhi bhat at night,food_advice
Can I eat boiled rice with fish curry?,food_advice
shokal belay ki muri khete pari,food_advice
সর্দি কাশিতে কি গরম ভাত খাওয়া যাবে,food_advice
গরমের দিনে দুপুরের খাবারে কি রাখা ভালো,food_advice
dupure ki atop bhat khaoar shomoy hoise,food_advice
raater khabare ki chal er poriborte ruti bhalo,food_advice
vata r shathe ki polao chal mishiye khawa jabe,food_advice
"amar gaser shomoshsha, ki sadabhat khabo naki lal chal",food_advice
"khide peyeche, ekhon ki atta ruti khabo",food_advice
amake ki ajke Plain khichuri khete hobe,food_advice
raate ki sugondhi bhat khawa uchit,food_advice
is it okay to eat puffed rice in the evening,food_advice
sokal e taratari ki nasta banabo,food_advice
রাতে পোলাও খাওয়া কি ঠিক হবে,food_advice
ajke rate ki khababar khabo,food_advice
Ajke ki pulao khete pari,food_advice
ajke rate ki khabo,food_advice
shokal e ki atta ruti khawa valo,food_advice
হজমশক্তি বাড়াতে কি লাল চালের ভাত খাবো,food_advice
ruti khabo na bhat,food_advice
suport er jonno ki chira khete hobe,food_advice
সর্দি-কাশি হলে কি নরম করে ভাত খাওয়া ভালো হবে?,food_advice
ajke ki sugondhi bhat khete pari,food_advice
roj rate bhat khele ki ojon barbe,food_advice
ajke ki dupure bhat khete parbo naki bad dite hobe,food_advice
gas er shomoshsha thakle ki ruti khawa valo,food_advice
sokal e ki sugonhi bhat khabo,food_advice
dupure ki bhat er shathe dal khabo,food_advice
bhat khele ki ghum pay,food_advice
can I have Plain khichuri for lunch,food_advice
atop bhat ki pet er jonno valo,food_advice
can I have some bhat with curry now,food_advice
ki khabar khete parbo ekhon,food_advice
is it good to eat plain pulao after workout,food_advice
shokal e ki veja chira khawa healthy hobe,food_advice
হজম শক্তি বাড়াতে কি ভেজা চিড়া খাবো,food_advice
pet kharap hole ki ruti khawa uchit,food_advice
"weight loss korbo, ki ruti khabo naki bhat",food_advice
লাল চালের ভাত কি ডায়াবেটিস রোগীদের জন্য ভালো,food_advice
ki khete pari ajke bhok hocche na,food_advice
what should I eat for breakfast to stay active,food_advice
can I eat fried ruti for breakfast,food_advice
can I have some ruti at night,food_advice
ajke dupurer khabare ki plain pulao rakhte pari,food_advice
raate halka khabar hishebe ki ruti khete pari,food_advice
ojon komate ki lal chal er bhat khabo,food_advice
what should I eat for breakfast today,food_advice
shokaler nastey ki chira khele bhalo hoy,food_advice
ajke dupure ki sadabhat khabo,food_advice
workout er age ki ektu muri khete pari,food_advice
কোমরে ব্যথা থাকলে কি বিশেষ কোনো খাবার খাবো,food_advice
অফিস থেকে ফিরে রাতে কি পোলাও খাওয়া যাবে,food_advice
ki nasta korle weight kombe,food_advice
আতার ভাত খাবো নাকি লাল চালের ভাত,food_advice
stomach upset er shomoy ki chira khawa jabe,food_advice
ki diye nasta korle shokti pabo,food_advice
ajke ki dufure bhat khete parbo,food_advice
shombar din dupure ki bhat khabo,food_advice
can I eat chira at night,food_advice
raate ki sudhu ruti khabo,food_advice
can I eat Rice flakes for breakfast,food_advice
kheye khoroch komate ki chal khabo,food_advice
"pet bhora lagche, ekhon ki ruti khete parbo",food_advice
"amar shorir khub kharap, ki khabar pabo",food_advice
ওজন বাড়াতে কি পোলাও খাওয়া যাবে,food_advice
diabetics patient ki sugondhi bhat khete parbe,food_advice
Can I eat white rice at night?,food_advice
ajke ki lal chal er bhat khabo,food_advice
diabetes patient ki roshun diye ruti khete parbe,food_advice
pet bhora rakhar jonno ki ruti khabo naki bhat,food_advice
ki ki khabar kheye ওজন কমানো সম্ভব,food_advice
shokalbelay ki chira khete pari,food_advice
সর্দি কাশির সময় কি খিচুড়ি খাওয়া ভালো,food_advice
সকালবেলা কি খই খাওয়া যাবে,food_advice
sugondhi bhat ki biye bari chara khawa jay,food_advice
bhat khele ki gas er shomoshsha bare,food_advice
bhat kheye ki mota hoye jacchi,food_advice
ratae ki sadabhat khabo naki ruti,food_advice
ajke ki sadabhat khabo naki ruti,food_advice
shokaler nastay ki chira ar kola khabo,food_advice
what is the best food for dinner tonight,food_advice
শীতের সকালে কি চিড়া খাওয়া ঠিক,food_advice
can I eat Plain khichuri during fever,food_advice
can I eat brown rice every day,food_advice
গর্ভাবস্থায় কি লাল চালের ভাত খাওয়া ভালো,food_advice
Dupure ki bhat khabo naki ruti,food_advice
Should I eat rice or roti for lunch today?,food_advice
ajke ki ruti khabo naki bhat,food_advice
amake ekta healthy breakfast menu den,food_advice
khatar por raate ki ektu muri khawa thik hobe,food_advice
ajke dupure ki ruti khabo naki bhat,food_advice
পেট ফাঁপা থাকলে কি ভাত খাওয়া যাবে,food_advice
dupure ki khichuri r sathe dim bhaja khabo,food_advice
khichuri khele ki gas bare,food_advice
What should I eat for lunch to stay active?,food_advice
দুপুরে কি সাদা ভাত খাওয়া ভালো হবে,food_advice
What can I eat for a quick breakfast before office?,food_advice
dupure ki ruti r sathe mangsho khabo,food_advice
khichuri kheye ki gaser shomoshsha hobe,food_advice
bhija chira ki shokal e khawa jay,food_advice
সকালের নাস্তায় কি রুটি ও ডিম খাওয়া ঠিক,food_advice
shokal belay ruti naki bhat khabo,food_advice
kichuri khele ki gas hoy,food_advice
raate ki bhat er bodole ruti khawa uchit,food_advice
dupure ki polao khawa thik hobe,food_advice
raate ki khawa uchit jate ghum bhalo hoy,food_advice
কাল সকালে নাস্তায় কি রুটি খাওয়া ভালো হবে,food_advice
shokal er nasta te ki khawa uchit,food_advice
raate halka patla ki khawa jai bolben,food_advice
sokal belay ki sada bhat khawa jay,food_advice
সকালে জলদি ওঠার পর কি নাস্তা খাবো,food_advice
ki kheye ojon komanor shuru korbo,food_advice
Can I eat brown rice every day for weight loss?,food_advice
ki khete parbo ekhon,food_advice
kheye ki ojon komanor jnno lal bhat valo,food_advice
what to eat when having fever,food_advice
can I have muri for weight loss,food_advice
shokal belay ki ruti r sathe dim khawa thik hobe,food_advice
"kheye pet bhore geche, ekhon ki ruti khabo",food_advice
সকালে চায়ের সাথে কি মুড়ি খাওয়া যায়,food_advice
"shorir durbol, shokal e ki khabar uchit",food_advice
কি খাবার খেলে দ্রুত শক্তি পাবো,food_advice
ojon komate ki protidin ruti khawa uchit,food_advice
weight komanor jonno ki bhat khaoar por muri khete pari,food_advice
dupure ki sada bhat khabo naki lal chal,food_advice
"raate ki khabo bujhsi na, bhat ba ruti kichu ekta suggest koren",food_advice
গরমের দিনে দুপুরের খাবারে কি রাখা উচিত,food_advice
খিদের চোটে কি এখন একটু মুড়ি খাবো,food_advice
gas er somossa thakle ki polao khawa jabe,food_advice
khichuri ki shokal bela khawa uchit,food_advice
vajapora chara shokal e ki nasta kora jay,food_advice
raate ki khabo ajke,food_advice
weight loss er jonno ki dupure bhat komsi chira khabo,food_advice
should I eat Ruti for dinner tonight,food_advice
শরীর ঠান্ডা রাখতে কি ভেজা চিড়া খাবো,food_advice
diabetic patient der ki sugondhi bhat khawa thik,food_advice
What should I eat when feeling very weak?,food_advice
shokal belay ki muri khete pari ektu tel diye,food_advice
gas ba acidity thakle ki ruti khawa uchit,food_advice
"amar gaser problem, ki chal khete parbo",food_advice
can I eat muri as a snack during work,food_advice
রোজার পর ইফতারে কি খই খাওয়া যাবে,food_advice
pet kharap thakle ki khichuri khete parbo,food_advice
what to eat before going to gym,food_advice
weight komanor jnno ki bhija chira bhalo,food_advice
"amar weight besi, ki ekhon bhat khabo",food_advice
exercise er age ki ektu muri ba khoi khaoya jay,food_advice
ঠান্ডা লাগলে কি সুগন্ধি ভাত খাওয়া যাবে,food_advice
গর্ভাবস্থায় কি পোলাও খাওয়া যাবে,food_advice
সকালের নাস্তায় কি রুটি খাওয়া ভালো,food_advice
ajke nasta ki banabo bujhte parchi na,food_advice
sardari thanda lagle ki sada bhat khabo,food_advice
bheja chira khabar niyam ki,food_advice
khoy ki khub healthy nasta,food_advice
should I eat white rice for lunch,food_advice
can I eat muri for weight loss,food_advice
bhat khabo naki ruti confused,food_advice
raate ruti naki bhat khabo,food_advice
কোষ্ঠকাঠিন্য হলে কি চিড়া খাবো,food_advice
ajke ki akshathe ruti ar bhat খাওয়া যাবে,food_advice
osukh theke uthe ki sada bhat khete parbo,food_advice
gas er shomossa thakle ki chira khabo,food_advice
bhaat khele ki pet fape,food_advice
অফিসের টিফিনে কি খাওয়া যেতে পারে,food_advice
can I eat khoi at night,food_advice
"what is better for breakfast, ruti or chira",food_advice
diabetes thakle ki poriman bhat khabo,food_advice
is it okay to eat puffed rice during pregnancy,food_advice
can I eat rice at night for weight gain,food_advice
ki khabar khabo ajke bujhte parchi na,food_advice
ajke dupure ki khabo bujhchi na,food_advice
ajke ki khabo bujte parchi na,food_advice
amar ki shokal e ruti khaoar abhyas kora uchit,food_advice
raate ki sugondhi bhat khawa jabe,food_advice
roza thakar por iftar e ki khabo,food_advice
ki nasta korle sharakkhon shokti pabo,food_advice
rate ruti khabar por ki ektu mudi khawa thik hobe,food_advice
raate ki bhat khabo,food_advice
"durbal lagche, ki khabo",food_advice
pregnancy r shomoy ki chal khawa jay,food_advice
muri khawa ki weight loss e shahajjo kore,food_advice
পেট খারাপের সময় কি আতপ ভাত খাওয়া যাবে,food_advice
eider din e ki polao khete parbo,food_advice
ki khabar khabo ajke shara din energy pete,food_advice
can I eat ruti at night everyday,food_advice
How many calories should I consume to reach my goal?,profile_question
amar daily calorie intake koto hle weight kombe?,profile_question
আমার প্রতিদিনের ক্যালোরি ইনটেক কত হওয়া উচিত?,profile_question
amar ideal body weight koto hova uchit,profile_question
amar bmi score janar chhilam,profile_question
How do I find my personal calorie goal?,profile_question
Can you check my BMI?,profile_question
amar bmi koto ase aktu check korben?,profile_question
amar current bmi koto?,profile_question
আমার ওজন কি কমানো দরকার?,profile_question
amar bmi koto ase aktu check kore deben,profile_question
What is my target calorie range?,profile_question
What is my BMR value?,profile_question
amar weight goal set korte ki ki lagbe?,profile_question
amar daily calorie requirement ta ber kore din toh,profile_question
আমার বডি মাস ইনডেক্স কত দেখায়?,profile_question
আমার কি শরীরের ওজন নিয়ে চিন্তা করা উচিত?,profile_question
আমার দৈনিক ক্যালোরি চাহিদা কি ঠিক আছে?,profile_question
আমার ওজন কমানোর গোল সেট করতে সাহায্য করুন।,profile_question
What is my personal daily calorie goal?,profile_question
আমার ওজন কমানোর জন্য দৈনিক কত ক্যালরি খাওয়া উচিত?,profile_question
আমার ওজন কমানোর জন্য প্রতিদিন সর্বোচ্চ কত ক্যালোরি ইনটেক করা নিরাপদ?,profile_question
আমার শরীরের ওজন কি কমছে না বাড়ার কথা?,profile_question
amar weight loss er jonno daily calorie target koto?,profile_question
How many calories do I need for my workout routine?,profile_question
What is my lean body mass?,profile_question
koto calorie khete hobe amar body er jonno?,profile_question
আমার দৈনিক ক্যালোরি চাহিদা কত?,profile_question
amar daily calorie target fix korar niyom ki,profile_question
আমার বিএমআই লেভেল কি ঠিক আছে?,profile_question
আমার জন্য কত ক্যালরি ডেফিসিট সেফ হবে?,profile_question
What is my fat loss calorie target?,profile_question
আমার শরীরের জন্য দৈনিক কত ক্যালরি দরকার?,profile_question
What is my personal daily calorie budget?,profile_question
amar daily calorie count koto hole bhalo hoy,profile_question
How many calories do I burn in 24 hours?,profile_question
What is my daily energy requirement?,profile_question
amar daily total energy expenditure koto?,profile_question
What is my optimal daily calorie target?,profile_question
amar body fat percentage koto hote pare,profile_question
আমার শরীরে প্রতিদিন কত ক্যালোরি দরকার?,profile_question
what is my BMI value right now?,profile_question
amar weight ki besi kom?,profile_question
How many calories do I need for fat loss?,profile_question
how to calculate my daily energy expenditure,profile_question
আমার ওজন কমানোর জন্য দৈনিক ক্যালোরি কত হওয়া উচিত?,profile_question
amar body weight ki normal ache?,profile_question
আমার শরীরের জন্য প্রতিদিন কত গ্রাম প্রোটিন দরকার?,profile_question
How many calories do I need for my goal?,profile_question
calculate my daily calorie intake,profile_question
amar bmi ta aktu calculate kore diben?,profile_question
amar body weight er jonno daily calorie target koto hobe?,profile_question
আমার শরীরের জন্য দৈনিক প্রোটিন গোল কত?,profile_question
amar bmi koto hobe bolun to,profile_question
amar daily calorie intake target koto hobe weight gain er jonno,profile_question
আমার ওজনের লক্ষ্য অর্জনে প্রতিদিন কত ক্যালরি খাব?,profile_question
আমার দৈনিক খাবার থেকে কত ক্যালরি নেওয়া উচিত?,profile_question
আমার কি ওজন বাড়ানোর জন্য ক্যালোরি সারপ্লাস দরকার?,profile_question
What should my daily calorie intake be for fat loss?,profile_question
আমার ওজন কি বেশি?,profile_question
আমার উচ্চতা ও ওজন অনুযায়ী আমার বিএমআই কত?,profile_question
amar weight ki beshi bere geche?,profile_question
What is my basal metabolic rate based on my age and weight?,profile_question
amar body mass index koto asbe bolun,profile_question
How many calories should I eat per day to reach 70kg?,profile_question
আমার দৈনিক শক্তির চাহিদা কত?,profile_question
amar daily maintenance calories koto hobe,profile_question
amar daily calorie target koto rakha uchit?,profile_question
bmi koto hile normal bole?,profile_question
amar daily calorie limit koto?,profile_question
bmi ber korar niyom ki?,profile_question
amar daily calorie intake koto hobe?,profile_question
weight goal ki bhabe set korbo?,profile_question
amar daily calorie target ki ektu bole diben?,profile_question
What is my ideal body weight?,profile_question
আমার ওজন কি খুব কম?,profile_question
amar ki weight barano dorkar?,profile_question
How many calories to eat for fat loss?,profile_question
আমার ডেইলি ক্যালোরি বার্ন কত হতে পারে?,profile_question
আমার উচ্চতা অনুযায়ী আমার ওজন কি ঠিক আছে?,profile_question
আমার দৈনন্দিন ক্যালোরি গোল কত হওয়া উচিত?,profile_question
আমার দৈনিক পুষ্টির চাহিদা এবং ক্যালরি টার্গেট কত?,profile_question
How many calories do I need for my body type?,profile_question
What is my BMI score?,profile_question
আমার বর্তমান ওজনের ওপর ভিত্তি করে আমার বিএমআই (BMI) কত আসে?,profile_question
what is my recommended calorie intake?,profile_question
What is my ideal body weight formula result?,profile_question
amar daily target koto hobe weight gain er jonno?,profile_question
amar body mass index koto janaben?,profile_question
How many calories should I eat during a calorie deficit?,profile_question
আমার দৈনিক ক্যালোরি চাহিদা হিসাব করে দিন,profile_question
amar daily target calorie koto rakha uchit,profile_question
What is my current body mass index based on my height and weight?,profile_question
How many calories should I eat to maintain my weight?,profile_question
আমার প্রতিদিন কত গ্রাম প্রোটিন খাওয়া উচিত?,profile_question
আমার কি ওজন কমানোর জন্য ক্যালরি ডেফিসিটে যাওয়া দরকার?,profile_question
amar body er jonno daily koto calorie dorkar?,profile_question
What is my estimated daily calorie burn?,profile_question
amar weight loss er jonno koto calorie deficit dorkar?,profile_question
How many calories do I need for slow weight loss?,profile_question
What is my current BMI score?,profile_question
আমার কি ওভারওয়েট ক্যাটাগরিতে পড়ি?,profile_question
what is my ideal weight for my height?,profile_question
my current bmi calculation please,profile_question
How many calories should I eat daily based on my stats?,profile_question
আমার শরীরের ফ্যাট পার্সেন্টেজ কত হতে পারে?,profile_question
What is my fat loss calorie limit?,profile_question
How many calories should I eat daily to lose weight?,profile_question
How many calories to eat to maintain my weight?,profile_question
amar daily calorie burn koto hobe?,profile_question
amar daily calorie limit koto fix korbo,profile_question
আমার কি ওভারওয়েট নাকি আন্ডারওয়েট?,profile_question
আমার বেসাল মেটাবলিক রেট বা বিএমআর কত?,profile_question
amar current bmi status ki?,profile_question
আমার বিএমআই লেভেল কি নরমাল আছে?,profile_question
আমার দৈনিক ক্যালোরি গোল কত রাখা উচিত?,profile_question
What should be my target weight?,profile_question
How many calories do I need to eat to stay fit?,profile_question
আমার উচ্চতা অনুযায়ী আমার কি ওজন বাড়ানো দরকার?,profile_question
আমার বিএমআই লেভেলটা কি নরমাল আছে?,profile_question
How many calories to eat for muscle gain?,profile_question
amar daily calorie budget koto hobe,profile_question
আমার কি ওজন কমানো দরকার না কি মাস্ল গেইন করা দরকার?,profile_question
What is my calorie goal for fat loss?,profile_question
amar weight loss er target ta ki thik ase?,profile_question
amar current weight ki healthy range e ase?,profile_question
আমার শরীর কি ফিট আছে?,profile_question
amar daily calorie count ta ektu bole deben?,profile_question
আমার ওজন কমাতে কত ক্যালোরি দরকার?,profile_question
How many calories do I need for weight gain?,profile_question
Calculate my daily calorie intake please,profile_question
আমার কি ক্যালোরি সারপ্লাস এ যাওয়া উচিত?,profile_question
amar body r calorie requirement koto?,profile_question
How do I find my daily calorie deficit target?,profile_question
আমার বিএমআই স্ট্যাটাস কি ওভারওয়েট?,profile_question
How many calories should a person of my height eat?,profile_question
amar target calorie intake koto hobe?,profile_question
What is my recommended weight loss target?,profile_question
What is my current body mass index?,profile_question
What is my target calorie intake for healthy weight gain?,profile_question
How many calories do I need to gain weight?,profile_question
How many calories should I eat to hit my fitness target?,profile_question
What is my recommended daily calorie range?,profile_question
What is my daily calorie goal for a healthy lifestyle?,profile_question
What is my target calorie intake for muscle gain?,profile_question
আমার উচ্চতা ও ওজন অনুযায়ী আমার কি ডায়েট করা উচিত?,profile_question
How do I calculate my Basal Metabolic Rate (BMR)?,profile_question
How many calories do I burn walking daily?,profile_question
আমার উচ্চতা ৫ ফুট ৬ ইঞ্চি হলে আমার আদর্শ ওজন কত হওয়া উচিত?,profile_question
আমার বর্তমান উচ্চতা ও ওজনের অনুপাতে আমার শরীরের বিএমআই স্ট্যাটাস কি স্বাভাবিক?,profile_question
আমার শরীরের ওজন কি স্বাভাবিক সীমার মধ্যে আছে?,profile_question
what is my daily calorie needs for weight loss?,profile_question
What is my basal metabolic rate?,profile_question
amar bmi koto bhai?,profile_question
আমার কি অতিরিক্ত ওজন আছে?,profile_question
আমার শরীরের জন্য প্রতিদিন কত ক্যালরি সেফ?,profile_question
amar ki weight barano uchit?,profile_question
How many calories should I eat to drop 5 kg?,profile_question
amar bmi koto bhai,profile_question
আমার কি ওজন বাড়ানোর জন্য খাওয়া বাড়ানো উচিত?,profile_question
আমার ওজন কি খুব বেশি বেশি লাগছে?,profile_question
Am I overweight according to my BMI?,profile_question
আমার দৈনিক ক্যালোরি ঘাটতি কত হওয়া দরকার?,profile_question
amar ki weight loss goal set kora dorkar?,profile_question
How many calories to consume for muscle building?,profile_question
আমার ফিজিক্যাল অ্যাক্টিভিটি লেভেল অনুযায়ী আমার ক্যালোরি কত?,profile_question
amar bmr calculation kore dao plz,profile_question
What is my healthy weight range?,profile_question
Daily ami koto calorie khabo?,profile_question
how many calories do I need to gain weight?,profile_question
আমার ডেইলি ক্যালোরি ইনটেক কত হওয়া দরকার?,profile_question
how much protein do I need daily based on my weight?,profile_question
amar ki underweight er moddhe pori?,profile_question
How do I find my daily calorie needs?,profile_question
amar weight ki underweight er moddhe pore?,profile_question
How many calories to eat during intermittent fasting?,profile_question
আমার দৈনিক ক্যালোরি ঘাটতি বা ডেফিসিট কত রাখা ভালো?,profile_question
আমার দৈনিক ক্যালোরির চাহিদা কত হতে পারে?,profile_question
How do I know my BMI?,profile_question
